title,authors,publisher,year,rating,ratings_count,pages,domain,tags,framework_ref,categories,isbn,url,summary,source,collected_at
Emotional Intelligence 2.0,Albert Piaget,,2020,,,186,Relationship Management,persuasion|leadership,goleman,,9798554388255,http://books.google.com/books?id=KfX9zQEACAAJ&dq=emotional+intelligence&hl=&as_pt=BOOKS&source=gbs_api,"★★★ EMOTIONAL INTELLIGENCE 2.0 ★★★ Do you like to know yourself much deeper? Are you interested in strengthening your people's abilities and properly utilize emotional intelligence to live a satisfying and happy life? If that's the case, then keep reading! Everyone is now working towards becoming better versions of themselves. We are all working towards common goals: finding our passion, connecting with people better, excelling in our profession, or spiritually. Most people encounter difficulty,",Google Books,2026-08-30
Executive EQ,"Robert K. Cooper, Ayman Sawaf",Putnam Adult,1997,,,0,Uncategorised,,goleman,Emotional intelligence,9780399142949,http://books.google.com/books?id=_r6fQgAACAAJ&dq=emotional+intelligence&hl=&as_pt=BOOKS&source=gbs_api,"Describes the Emotional Quotient (EQ) and the EQ Map which can be used to identify the behavioral patterns, values, and emotions which underlie decisions and actions in business situations.",Google Books,2026-08-30
The Emotional Intelligence Activity Kit,"Adele Lynn, Janele Lynn",AMACOM,2015,,,283,Relationship Management,influence|relationship,goleman,Self-Help,9780814449240,https://play.google.com/store/books/details?id=4Id0CgAAQBAJ&source=gbs_api,"Elevate emotional intelligence throughout your organization—and watch profitability, retention, and customer satisfaction soar! Know-it-all bosses, overcompetitive colleagues, and leaders who rarely leave their offices--common EQ problems such as these damage not just camaraderie, but also results. Because of this, managers are discovering now more than ever that emotional intelligence (EI)--knowing how to manage emotions, empathize, build relationships, and more--is a vital contributor to a com",Google Books,2026-08-30
The Emotionally Intelligent Workplace,"Cary Cherniss, Daniel Goleman",Jossey-Bass,2003,,,384,Uncategorised,,goleman,Business & Economics,9780787961053,http://books.google.com/books?id=-ctkZCJcc5UC&dq=emotional+intelligence&hl=&as_pt=BOOKS&source=gbs_api,"How does emotional intelligence as a competency go beyond the individual to become something a group or entire organization can build and utilize collectively? Written primarily by members of the Consortium for Research on Emotional Intelligence in Organizations, founded by recognized EI experts Daniel Goleman and Cary Cherniss, this groundbreaking compendium examines the conceptual and strategic issues involved in defining, measuring and promoting emotional intelligence in organizations. The bo",Google Books,2026-08-30
Research Handbook on Emotional Intelligence at Work,Aaron J. Nurick,Edward Elgar Publishing,2026,,,397,Uncategorised,,goleman,Psychology,9781035332526,https://play.google.com/store/books/details?id=F8L1EQAAQBAJ&source=gbs_api,"Adopting a forward-thinking approach, this Research Handbook presents a comprehensive and systematic overview of key conceptualizations, research and practical applications of emotional intelligence in the workplace. With expert contributions from original research pioneers on emotional intelligence and new international voices, it showcases a variety of perspectives on this topic. This title contains one or more Open Access chapters.",Google Books,2026-08-30
Understanding Emotional Intelligence,Gill Hasson,Pearson UK,2015,,,205,Social Awareness,empathy|compassion,goleman,Self-Help,9781292084183,http://books.google.com/books?id=IRTQEAAAQBAJ&dq=emotional+intelligence&hl=&as_pt=BOOKS&source=gbs_api,"Drive your emotions - don't let them drive you! We all know people who are brilliant at managing their emotions. They never get overwhelmed in difficult situations; they are great decision makers; they know when to use their intuition and they express empathy, compassion and understanding towards other people. But most of all, they are excellent communicators. Want to be like this? Understanding Emotional Intelligence shows you how. · Understand how emotions work and how to use them effectively ",Google Books,2026-08-30
Mind Over Matter: The Power of Emotional Intelligence,"Ann J. Polya, Ph.D.",Xlibris Corporation,2012,,,131,Self-Awareness,self-awareness,goleman,Reference,9781477124291,https://play.google.com/store/books/details?id=nS7wlYFx2JIC&source=gbs_api,"Mind over Matter: The Power of Emotional Intelligence” expands on the nature of Emotional Intelligence, which involves better self-awareness of our emotions, those of others and restrain our emotions so that we can optimize our relationship strategies. It is when we are under stress that we revert to behaviors that protect our emotional well-being, and while these reactions can serve us well- as adults they frequently no longer do so. Emotions are an integral part of who we are. With Emotional I",Google Books,2026-08-30
Emotional Intelligence,"Aruna Chakraborty, Amit Konar",Springer Science & Business Media,2009,,,334,Thinking & Deciding,logic,goleman,Mathematics,9783540686064,http://books.google.com/books?id=6vf0pylyTPwC&dq=emotional+quotient&hl=&as_pt=BOOKS&source=gbs_api,"Emotional Intelligence is a new discipline of knowledge, dealing with modeling, recognition and control of human emotions. The book Emotional Intelligence: A Cybernetic Approach, to the best of the authors’ knowledge is a first compreh- sive text of its kind that provides a clear introduction to the subject in a precise and insightful writing style. It begins with a philosophical introduction to E- tional Intelligence, and gradually explores the mathematical models for emotional dynamics to stud",Google Books,2026-08-30
Emotional Intelligence for It Professionals,Emilia M. Ludovino,,2017,,,280,Thinking & Deciding,problem-solving|decision-making|logic,goleman,Computers,9781787285798,http://books.google.com/books?id=4CLItAEACAAJ&dq=emotional+quotient&hl=&as_pt=BOOKS&source=gbs_api,"Learn the techniques used by the most successful IT people in the world.About This Book* Get real-life case studies for different IT roles, developers, testers, analysts, project managers, DBAs* Identify with your IT scenarios and take the right decision to move up in your career* Improve your EQ and face any difficult scenario confidently and effectivelyWho This Book Is ForThis book is for professionals across the IT domain who work as developers, administrators, architects, administrators syst",Google Books,2026-08-30
Emotional Intelligence For Dummies,Steven J. Stein,John Wiley & Sons,2009,,,371,Social Awareness,empathy|body-language,goleman,Business & Economics,9780470676240,http://books.google.com/books?id=vBeE2oK3jxEC&dq=emotional+quotient&hl=&as_pt=BOOKS&source=gbs_api,"Straightforward guide to taking control of your emotions. Being aware of and in control of your emotions is one of the keys to success in life -- both professionally and personally. Emotional Intelligence For Dummies will show you how to take control of your emotions rather than letting your emotions control you! Discover how developing your emotional intelligence can further your relationships with others, in the workplace and at home. Emotional awareness is also a critical skill for career suc",Google Books,2026-08-30
Emotional Intelligence,"Robert J. Emmerling, Vinod K. Shanwal, Manas K. Mandal",Nova Publishers,2008,,,256,Relationship Management,influence|relationship,goleman,Education,9781600218569,https://play.google.com/store/books/details?id=TJF5892APCoC&source=gbs_api,"This book is designed to meet the growing need among researchers, graduate students, and professionals to look into the existing theoretical models as well as developing theories related to emotional intelligence. The primary aim of the book is to help readers get a view of current conceptualisations of emotional intelligence, while providing an opportunity to see how emotional intelligence has been interpreted and applied throughout the world. Psychological processes are expected to vary accord",Google Books,2026-08-30
An Introduction to Emotional Intelligence,"Lorraine Dacre Pool, Pamela Qualter",John Wiley & Sons,2018,,,412,Relationship Management,leadership|relationship,goleman,Psychology,9781119114420,https://play.google.com/store/books/details?id=IFRWDwAAQBAJ&source=gbs_api,"Bridges the gap between the scholarly literature and ""pop-psych"" books on EI Emotional Intelligence (EI) has become a topic of vast and growing interest worldwide and is concerned with the ways in which we perceive, identify, understand, and manage emotions. It is an aspect of individual difference that can impact a number of important outcomes throughout a person's lifespan. Yet, until now there were no authoritative books that bridge the gap between scholarly articles on the subject, often pub",Google Books,2026-08-30
How to Improve Emotional Intelligence,Sam Reddington,JNR via PublishDrive,2018,,,77,Self-Management,anxiety,goleman,Self-Help,,https://play.google.com/store/books/details?id=xlmZDwAAQBAJ&source=gbs_api,"""Who Else Wants To Fully Understand And Enhance Their Emotional Intelligence?"" Preview: In this book, get to know Robert Plutchik’s Wheel of Emotions and other dyads that result from a combination of the basic emotions. Learn the theories of emotions. Do you get angry before you tremble? Do you smile before feeling happy? Why do we have emotions? Get to know the intrapersonal, interpersonal, and sociocultural purposes of emotions. Where does Emotional Intelligence fall under Howard Gardner’s The",Google Books,2026-08-30
