title,author,age_range,book_type,audience,casel_domain,problem_tags,source,isbn,description,cover_url,rating,ratings_count,goodreads_rating,goodreads_ratings_count,goodreads_url,amazon_url
Finding Perfect,Elly Swartz,9-12,children_fiction,children,Self-Management,"perfectionism,anxiety",Child Mind Institute,9781663635235,,https://books.google.com/books/content?id=1WSyzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781663635235
Fish in a Tree,Lynda Mullaly Hunt,8-12,children_fiction,children,Self-Awareness,"self-esteem,confidence,friendship",Child Mind Institute,9780399162596,"A New York Times Bestseller • An emotionally-charged, uplifting novel that will speak to anyone who’s ever thought there was something wrong with them because they didn’t fit in. ""Fans of R.J. Palacio’s Wonder will appreciate this feel-good story of friendship and unconventional smarts.” —Kirkus Reviews “Everybody is smart in different ways. But if you judge a fish by its ability to climb a tree,…",https://books.google.com/books/content?id=l-hvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.5,4,,,,https://www.amazon.com/s?k=9780399162596
In My Heart: A Book of Feelings,Jo Witek,6-8,children_fiction,children,Self-Awareness,"emotions,emotional-literacy",Child Mind Institute,9781647008284,"New York Times Bestseller! “A must-have for any storytime.” ―Kirkus Reviews “Childlike drawings evoke each feeling with a playful style.” ―Publishers Weekly “Evocative imagery, popping with bright colors.” —School Library Journal Happiness, sadness, bravery, anger, shyness . . . celebrate feelings in all their shapes and sizes in this full-color picture book from the Growing Hearts series! Our…",https://books.google.com/books/content?id=WkpVEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781647008284
When Sophie Gets Angry,Molly Bang,6-8,children_fiction,children,Self-Management,"anger,emotional-literacy",Child Mind Institute,9780545380195,A young girl is upset and doesn't know how to manage her anger but takes the time to cool off and regain her composure.,https://books.google.com/books/content?id=_YN2rgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9780545380195
When Sadness Is at Your Door,Eva Eland,6-8,children_fiction,children,Self-Management,"sadness,emotions",Child Mind Institute,9780525707196,"A comforting primer in emotional literacy and mindfulness that suggests we approach the feeling of sadness as if it is our guest. Sadness can be scary and confusing at any age! When we feel sad, especially for long periods of time, it can seem as if the sadness is a part of who we are--an overwhelming, invisible, and scary sensation. In When Sadness Is at Your Door, Eva Eland brilliantly…",https://books.google.com/books/content?id=_ztgDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9780525707196
A Terrible Thing Happened,Margaret M. Holmes,6-9,children_fiction,children,Self-Management,"stress,grief",Child Mind Institute,9781433834776,"A Gentle Story to Help Children Talk About Difficult Feelings After a Traumatic or Confusing Event Some experiences are hard to talk about, especially for children. A Terrible Thing Happened is a comforting picture book that helps kids make sense of big emotions after something upsetting has happened. Without naming the event, the story follows Sherman, a young raccoon who begins to feel worried,…",https://books.google.com/books/content?id=2DWdEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781433834776
The War That Saved My Life,Kimberly Brubaker Bradley,9-12,children_fiction,children,Self-Management,"grief,resilience,stress",Child Mind Institute,9780147510488,"*Newbery Honor book *Winner of the Schneider Family Book Award *Forbes 25 Top Historical Fiction Books Of All Time selection﻿ This #1 New York Times bestseller is an exceptionally moving story of triumph against all odds set during World War II, from the acclaimed author of Fighting Words, and for fans of Fish in a Tree and Sarah, Plain and Tall. Ten-year-old Ada has never left her one-room…",https://books.google.com/books/content?id=Vx5hDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,5,9,,,,https://www.amazon.com/s?k=9780147510488
Red: A Crayon's Story,Michael Hall,6-9,children_fiction,children,Self-Awareness,"identity,self-acceptance",Child Mind Institute,9780062371805,"A blue crayon mistakenly labeled as ""red"" suffers an identity crisis in this picture book by the New York Times–bestselling creator of My Heart Is Like a Zoo. This funny, heartwarming, colorful picture book about finding the courage to be true to your inner self can be read on multiple levels, and it offers something for everyone. Funny, insightful, and colorful, Red: A Crayon's Story is about…",https://books.google.com/books/content?id=P6HXBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,5,3,,,,https://www.amazon.com/s?k=9780062371805
Lola's Words Disappeared,Elaheh Bos,6-8,children_fiction,children,Self-Management,"anxiety,social-skills",Child Mind Institute,9781482674989,"As Lola starts school, something strange happens. Her words disappear! Now Lola must find new ways to give her words the courage to come back. This is the companion book to Lola's Words Disappeared Book written to help children with selective mutism. This activity book and journal takes learning into the practical phase by providing questions that generate personal awareness. It reinforces key…",https://books.google.com/books/content?id=fxiKnQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781482674989
A Boy Called Bat,Elana K. Arnold,6-10,children_fiction,children,Social-Awareness,"diversity,friendship,inclusion",Child Mind Institute,9781338274561,"""For Bixby Alexander Tam (nicknamed Bat), life tends to be full of surprises -- some of them good, some not so good. Today, though, is a good-surprise day. Bat's mom, a veterinarian, has brought home a baby skunk, which she needs to take care of until she can hand him over to a wild-animal shelter. But the minute Bat meets the kit, he knows they belong together. And he's got one month to show his…",https://books.google.com/books/content?id=1tQgvwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781338274561
Good Different,Meg Eden Kuyatt,8-12,children_fiction,children,Social-Awareness,"diversity,self-acceptance,inclusion",Child Mind Institute,9781338816129,"A Schneider Family Book Award Honor Book An extraordinary novel-in-verse for fans of Starfish and A Kind of Spark about a neurodivergent girl who comes to understand and celebrate her difference. Selah knows her rules for being normal. She always, always sticks to them. This means keeping her feelings locked tightly inside, despite the way they build up inside her as each school day goes on, so…",https://books.google.com/books/content?id=dXpuEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,5,1,,,,https://www.amazon.com/s?k=9781338816129
A Whole New Ballgame,Phil Bildner,8-12,children_fiction,children,Social-Awareness,"diversity,friendship",Child Mind Institute,9780374301309,"A school, sports, and friendship story perfect for fans of Mike Lupica's Comeback Kids.",https://books.google.com/books/content?id=1HoCCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9780374301309
What to Do When Your Temper Flares,Dawn Huebner,6-12,children_nonfiction,"children,educators",Self-Management,"anger,impulse-control",Magination Press,9781433845147,"An updated edition of the classic interactive self-help book What to Do When Your Temper Flares pairs everything that worked so well in the original—the conversational tone, interactive elements, clear and actionable strategies—with new mindfulness tools, reordered step-by-step instructions, and updated advice for modern issues. This book arms kids with a set of ""anger dousing"" methods aimed at…",https://books.google.com/books/content?id=G2lkEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781433845147
What to Do When Mistakes Make You Quake,Claire A.B. Freeland & Jacqueline B. Toner,8-12,children_nonfiction,"children,educators",Self-Management,"perfectionism,resilience",Magination Press,9781433819308,"Explorers investigate places they have never been before. These explorers might take a while to make their discoveries. They might have trouble understanding their maps. They might make wrong turns. They might need to start their expedition all over again! If explorers could not accept their mistakes and keep going, they might never make any discoveries! Does this sound like you? If you have…",https://books.google.com/books/content?id=xAgSogEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781433819308
What to Do When You Feel Too Shy,Claire A.B. Freeland & Jacqueline B. Toner,6-12,children_nonfiction,"children,educators",Self-Management,"anxiety,social-skills,confidence",Magination Press,9789864513338,"The circus clown performed some tricks to make us laugh. They wear brightly colored clothes, big shoes, assorted wigs and colorful hats. Have you noticed that they seem to enjoy people looking at them and laughing at them? Many kids feel shy when they feel noticed, but some kids are super uncomfortable in the spotlight. Do you have this situation? If you feel too shy or nervous all too often, or…",https://books.google.com/books/content?id=A7F20AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9789864513338
What to Do When It's Not Fair,Jacqueline B. Toner & Claire A.B. Freeland,6-12,children_nonfiction,"children,educators",Self-Awareness,"emotions,conflict",Magination Press,9781433848858,"A practical, kid-friendly workbook to help children manage envy, jealousy, and ""it's not fair"" feelings Feeling jealous or thinking ""it’s not fair"" is a normal part of growing up, but when these emotions start to cause distress, conflict, or frustration, children may need extra support. This engaging workbook helps kids understand envy and jealousy, why these feelings show up, and how they can…",https://books.google.com/books/content?id=adOMEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781433848858
What to Do When You Grumble Too Much,Dawn Huebner,6-12,children_nonfiction,"children,educators",Self-Awareness,"emotions,resilience,growth-mindset",Magination Press,9781591474500,"Did you know that life is like an obstacle course? It's exciting and fun, but full of tricky spots to get through. If you're a kid who feels so frustrated by those tricky spots that it's hard to enjoy the good things in life, this book is for you. What to Do When You Grumble Too Much guides children and their parents through the cognitive-behavioral techniques used to treat negative thinking.…",https://books.google.com/books/content?id=zmBkEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781591474500
What to Do When You Don't Want to Be Apart,Kristen Lavallee & Sheryl Hendry,6-12,children_nonfiction,"children,educators",Self-Management,"anxiety,fear",Magination Press,9781433827136,"Hot air balloon pilots have wonderful adventures, where they get to see things they have never seen before and learn all about the world outside. Flying a hot air balloon sounds like a lot of fun to some kids. But for other kids, the idea of flying off on their own, away from their parents or homes, doesn't sound like fun at all. If you feel scared when you do something alone or away from your…",https://books.google.com/books/content?id=b2pkEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781433827136
